"","data_1.sale_price","data_1.land_sq","data_1.zipcode","data_1.residential_units","data_1.commercial_units"
"343",810000,0,10011,0,0
"344",925000,0,10011,0,0
"345",940000,0,10011,0,0
"346",1225000,0,10011,0,0
"347",722150,0,10011,0,0
"348",760000,0,10011,0,0
"349",434000,0,10011,0,0
"350",355000,0,10011,0,0
"351",383500,0,10011,0,0
"352",465000,0,10011,0,0
"353",372500,0,10011,0,0
"354",562000,0,10011,0,0
"355",421000,0,10011,0,0
"356",510000,0,10011,0,0
"357",345000,0,10011,0,0
"358",429000,0,10011,0,0
"359",505000,0,10011,0,0
"360",470000,0,10011,0,0
"361",650000,0,10011,0,0
"362",3500000,0,10011,0,0
"363",354900,0,10011,0,0
"364",655000,0,10011,0,0
"365",450000,0,10011,0,0
"366",520000,0,10011,0,0
"367",730000,0,10011,0,0
"368",625000,0,10011,0,0
"369",337500,0,10011,0,0
"370",851000,0,10011,0,0
"371",346000,0,10011,0,0
"372",867500,0,10011,0,0
"373",1650000,0,10011,0,0
"374",700000,0,10011,0,0
"375",1150000,0,10011,0,0
"376",680000,0,10001,0,0
"377",705000,0,10001,0,0
"378",605000,0,10001,0,0
"379",575000,0,10001,0,0
"380",1250000,0,10001,0,0
"381",837500,0,10001,0,0
"382",189000,0,10001,0,0
"383",590000,0,10001,0,0
"384",775000,0,10001,0,0
"385",430000,0,10001,0,0
"386",1210000,0,10001,0,0
"387",1250000,0,10011,0,0
"388",755000,0,10011,0,0
"389",720000,0,10011,0,0
"390",999000,0,10011,0,0
"391",820000,0,10011,0,0
"392",799000,0,10011,0,0
"393",560000,0,10011,0,0
"394",525000,0,10011,0,0
"395",655000,0,10011,0,0
"396",420000,0,10011,0,0
"397",875000,0,10011,0,0
"398",845000,0,10011,0,0
"399",1537580,0,10011,0,0
"400",925000,0,10011,0,0
"401",1075000,0,10011,0,0
"402",635000,0,10011,0,0
"403",1075000,0,10011,0,0
"404",875000,0,10011,0,0
"405",650000,0,10011,0,0
"406",390000,0,10011,0,0
"407",990000,0,10011,0,0
"408",370000,0,10011,0,0
"409",466000,0,10011,0,0
"410",457500,0,10011,0,0
"411",1275000,0,10011,0,0
"412",1758000,0,10011,0,0
"413",1650000,0,10011,0,0
"414",1650000,0,10011,0,0
"415",1592925,0,10011,0,0
"416",769000,0,10011,0,0
"417",315000,0,10011,0,0
"418",280000,0,10011,0,0
"419",1695000,0,10011,0,0
"420",2750000,0,10011,0,0
"421",2675000,0,10011,0,0
"422",2750000,0,10011,0,0
"423",1275000,0,10011,0,0
"424",1300777,0,10011,0,0
"425",1900000,0,10011,0,0
"426",1251500,0,10011,0,0
"427",2350000,0,10011,0,0
"428",625000,0,10011,0,0
"429",626000,0,10011,0,0
"430",685000,0,10011,0,0
"431",800000,0,10011,0,0
"432",389000,0,10011,0,0
"433",749000,0,10011,0,0
"434",3900000,0,10011,0,0
"435",1300000,0,10011,0,0
"436",1137500,0,10011,0,0
"437",1920000,0,10011,0,0
"438",3350000,0,10011,0,0
"439",491250,0,10011,0,0
"440",840000,0,10011,0,0
"441",925000,0,10011,0,0
"442",700000,0,10011,0,0
"443",640000,0,10011,0,0
"444",234000,0,10011,0,0
"445",300000,0,10011,0,0
"446",312000,0,10011,0,0
"447",211250,0,10011,0,0
"448",299000,0,10011,0,0
"449",143000,0,10011,0,0
"450",315000,0,10011,0,0
"451",210000,0,10011,0,0
"452",1450000,0,10011,0,0
"453",970000,0,10001,0,0
"454",1785000,0,10001,0,0
"455",2253000,0,10001,0,0
"456",3900000,0,10001,0,0
"457",1675000,0,10001,0,0
"458",1700000,0,10001,0,0
"459",1420000,0,10001,0,0
"460",1630000,0,10001,0,0
"461",915000,0,10011,1,0
"462",1875000,0,10011,1,0
"463",755000,0,10011,1,0
"464",692000,0,10011,1,0
"465",2425000,0,10011,1,0
"466",6250000,0,10011,1,0
"467",2000000,0,10011,1,0
"468",1750000,0,10011,1,0
"469",4200000,0,10011,1,0
"470",4750000,0,10011,1,0
"471",755000,0,10011,1,0
"472",845000,0,10011,1,0
"473",1350000,0,10011,1,0
"474",1025000,0,10011,1,0
"475",800000,0,10011,1,0
"476",875000,0,10011,1,0
"477",675000,0,10011,1,0
"478",820000,0,10011,1,0
"479",578000,0,10011,1,0
"480",875000,0,10011,1,0
"481",1428000,0,10011,1,0
"482",850000,0,10011,1,0
"483",1540000,0,10011,1,0
"484",1681875,0,10011,1,0
"485",2400000,0,10011,1,0
"486",6873187,0,10011,1,0
"487",11000000,0,10011,1,0
"488",5982071,0,10011,1,0
"489",1629200,0,10001,1,0
"490",5422181,0,10001,1,0
"491",612950,0,10001,1,0
"492",1400000,0,10001,1,0
"493",786351,0,10001,1,0
"494",765000,0,10001,1,0
"495",685260,0,10001,1,0
"496",979049,0,10001,1,0
"497",815100,0,10001,1,0
"498",963630,0,10001,1,0
"499",685260,0,10001,1,0
"500",619708,0,10001,1,0
"501",979049,0,10001,1,0
"502",963630,0,10001,1,0
"503",801900,0,10001,1,0
"504",477594,0,10001,1,0
"505",979049,0,10001,1,0
"506",815100,0,10001,1,0
"507",963630,0,10001,1,0
"508",853600,0,10001,1,0
"509",809190,0,10001,1,0
"510",424866,0,10001,1,0
"511",1050000,0,10001,1,0
"512",965803,0,10001,1,0
"513",815100,0,10001,1,0
"514",963630,0,10001,1,0
"515",853600,0,10001,1,0
"516",692410,0,10001,1,0
"517",968420,0,10001,1,0
"518",908212,0,10001,1,0
"519",1400093,0,10001,1,0
"520",2092503,0,10001,1,0
"521",2046682,0,10001,1,0
"522",2057500,0,10001,1,0
"523",1730000,0,10001,1,0
"524",1440000,0,10011,1,0
"525",888000,0,10011,1,0
"526",2575000,0,10011,1,0
"527",4350000,0,10011,1,0
"528",2595000,0,10011,1,0
"529",2525000,0,10011,1,0
"530",1950000,0,10011,1,0
"531",1295000,0,10011,1,0
"532",2650000,0,10011,1,0
"533",2980000,0,10011,1,0
"534",2350000,0,10011,1,0
"535",2650000,0,10011,1,0
"536",1600000,0,10011,1,0
"537",2615000,0,10011,1,0
"538",4750000,0,10011,1,0
"539",3000000,0,10011,1,0
"540",995000,0,10011,1,0
"541",2200000,0,10011,1,0
"542",1695000,0,10011,1,0
"543",2995000,0,10011,1,0
"544",2169618,0,10011,1,0
"545",2200000,0,10011,1,0
"546",2090000,0,10011,1,0
"547",3900000,0,10011,1,0
"548",3614787,0,10011,1,0
"549",3550000,0,10011,1,0
"550",3550000,0,10011,1,0
"551",3975000,0,10011,1,0
"552",1925000,0,10011,1,0
"553",2087412,0,10011,1,0
"554",1210950,0,10011,1,0
"555",1277903,0,10011,1,0
"556",1109892,0,10011,1,0
"557",1965222,0,10011,1,0
"558",906242,0,10011,1,0
"559",682227,0,10011,1,0
"560",911333,0,10011,1,0
"561",651680,0,10011,1,0
"562",977520,0,10011,1,0
"563",1221900,0,10011,1,0
"564",1094618,0,10011,1,0
"565",1980496,0,10011,1,0
"566",967337,0,10011,1,0
"567",721175,0,10011,1,0
"568",963283,0,10011,1,0
"569",682227,0,10011,1,0
"570",1216808,0,10011,1,0
"571",1254993,0,10011,1,0
"572",1140440,0,10011,1,0
"573",2056865,0,10011,1,0
"574",997961,0,10011,1,0
"575",809508,0,10011,1,0
"576",997885,0,10011,1,0
"577",799326,0,10011,1,0
"578",997885,0,10011,1,0
"579",1323725,0,10011,1,0
"580",1145531,0,10011,1,0
"581",2133233,0,10011,1,0
"582",1064071,0,10011,1,0
"583",799326,0,10011,1,0
"584",1094618,0,10011,1,0
"585",1934675,0,10011,1,0
"586",1410276,0,10011,1,0
"587",1201535,0,10011,1,0
"588",820000,0,10011,1,0
"589",510000,0,10011,1,0
"590",525000,0,10011,1,0
"591",861000,0,10011,1,0
"592",825000,0,10011,1,0
"593",789000,0,10011,1,0
"594",2100000,0,10001,1,0
"595",1137500,0,10001,1,0
"596",999000,0,10001,1,0
"597",935000,0,10001,1,0
"598",1650000,0,10001,1,0
"599",1849500,0,10001,1,0
"600",965000,0,10001,1,0
"601",965000,0,10001,1,0
"602",999000,0,10001,1,0
"603",1260000,0,10001,1,0
"604",2300000,0,10001,1,0
"605",1700000,0,10001,1,0
"606",1835000,0,10001,1,0
"607",1580000,0,10001,1,0
"608",3225000,0,10011,1,0
"609",3640000,0,10011,1,0
"610",4450000,0,10011,1,0
"611",620000,0,10011,1,0
"612",977000,0,10011,1,0
"613",826000,0,10011,1,0
"614",790000,0,10011,1,0
"615",1454875,0,10011,1,0
"616",1195000,0,10011,1,0
"617",405000,0,10011,1,0
"618",81634,0,10001,1,0
"619",595000,0,10001,1,0
"620",560000,0,10001,1,0
"621",855000,0,10011,1,0
"622",15000000,0,10011,1,0
"623",5200000,0,10011,1,0
"624",3495000,0,10011,1,0
"625",2135000,0,10011,1,0
"626",3000000,0,10011,1,0
"627",1650000,0,10011,1,0
"628",4750000,0,10011,1,0
"629",10499000,0,10011,1,0
"630",4900000,0,10011,1,0
"631",925000,0,10011,1,0
"632",2193000,0,10011,1,0
"633",700000,0,10011,1,0
"634",548000,0,10011,1,0
"635",575000,0,10011,1,0
"636",675000,0,10011,1,0
"637",675000,0,10011,1,0
"638",610000,0,10011,1,0
"639",885000,0,10011,1,0
"640",736000,0,10011,1,0
"641",1430000,0,10011,1,0
"642",1760000,0,10011,1,0
"643",1731025,0,10011,1,0
"644",2675000,0,10011,1,0
"645",3220000,0,10011,1,0
"646",4400000,0,10011,1,0
"647",3275000,0,10011,1,0
"648",625000,0,10011,1,0
"649",1542500,0,10011,1,0
"650",1780000,0,10011,1,0
"651",644000,0,10011,1,0
"652",1357249,0,10011,1,0
"653",3750000,0,10011,1,0
"654",3100000,0,10001,1,0
"655",1300000,0,10001,1,0
"656",2450000,0,10001,1,0
"657",1270000,0,10001,1,0
"658",1580000,0,10001,1,0
"659",1750000,0,10001,1,0
"660",1350000,0,10001,1,0
"661",1325000,0,10001,1,0
"662",1315000,0,10001,1,0
"663",1376000,0,10001,1,0
"664",4725000,0,10001,1,0
"665",993000,0,10001,1,0
"666",3500000,0,10001,1,0
"667",1335000,0,10001,1,0
"668",3160000,0,10001,1,0
"669",4500000,0,10001,1,0
"670",2169681,0,10001,1,0
"671",599000,0,10011,1,0
"672",832500,0,10011,1,0
"673",775000,0,10011,1,0
"674",525000,0,10011,1,0
"675",1315000,0,10011,1,0
"676",1900000,0,10011,1,0
"677",2725000,0,10011,1,0
"678",4300000,0,10011,1,0
"679",2250000,0,10011,1,0
"680",6400000,0,10011,1,0
"681",2895000,0,10011,1,0
"682",2010000,0,10011,1,0
"683",2100000,0,10011,1,0
"684",1800000,0,10011,1,0
"685",2200000,0,10011,1,0
"686",2250000,0,10011,1,0
"687",1420000,0,10011,1,0
"688",1185000,0,10011,1,0
"689",1270000,0,10011,1,0
"690",1485000,0,10011,1,0
"691",3900000,0,10011,1,0
"692",1320000,0,10011,1,0
"693",2750000,0,10011,1,0
"694",1250000,0,10011,1,0
"695",2330000,0,10011,1,0
"696",1610000,0,10011,1,0
"697",2100000,0,10011,1,0
"698",1797500,0,10011,1,0
"699",1825000,0,10011,1,0
"700",2150000,0,10011,1,0
"701",2150000,0,10011,1,0
"702",1350000,0,10011,1,0
"703",1800000,0,10011,1,0
"704",1078000,0,10011,1,0
"705",1825000,0,10011,1,0
"706",1200000,0,10011,1,0
"707",1900000,0,10011,1,0
"708",1860000,0,10011,1,0
"709",2800000,0,10011,1,0
"710",2050000,0,10011,1,0
"711",2150000,0,10011,1,0
"712",945000,0,10011,1,0
"713",1010000,0,10011,1,0
"714",2420000,0,10011,1,0
"715",1445000,0,10011,1,0
"716",2550000,0,10011,1,0
"717",935000,0,10011,1,0
"718",1807000,0,10011,1,0
"719",999995,0,10010,1,0
"720",1695000,0,10010,1,0
"721",1450000,0,10010,1,0
"722",2875000,0,10011,1,0
"723",2875000,0,10011,1,0
"724",2631500,0,10011,1,0
"725",1450000,0,10011,1,0
"726",1370000,0,10011,1,0
"727",1350000,0,10011,1,0
"728",850000,0,10011,1,0
"729",1435000,0,10011,1,0
"730",1450000,0,10011,1,0
"731",1817000,0,10011,1,0
"732",1410000,0,10011,1,0
"733",1695000,0,10011,1,0
"734",1365000,0,10011,1,0
"735",1335000,0,10011,1,0
"736",1665100,0,10011,1,0
"737",485000,0,10011,1,0
"738",435000,0,10011,1,0
"739",751500,0,10011,1,0
"740",555000,0,10011,1,0
"741",540000,0,10011,1,0
"742",750000,0,10011,1,0
"743",1675000,0,10011,1,0
"744",630000,0,10011,1,0
"745",1530000,0,10011,1,0
"746",2330000,0,10011,1,0
"747",1250000,0,10011,1,0
"748",2550000,0,10011,1,0
"749",2100000,0,10011,1,0
"750",2180000,0,10011,1,0
"751",1340000,0,10011,1,0
"752",1475000,0,10011,1,0
"753",2330000,0,10011,1,0
"754",1225000,0,10011,1,0
"755",200000,0,10011,1,0
"756",1100000,0,10011,1,0
"757",1050000,0,10011,1,0
"758",4944712,0,10011,1,0
"759",1690284,0,10011,1,0
"760",1318633,0,10011,1,0
"761",694955,0,10011,1,0
"762",1685203,0,10011,1,0
"763",1318633,0,10011,1,0
"764",748413,0,10011,1,0
"765",1746298,0,10011,1,0
"766",692410,0,10011,1,0
"767",1861835,0,10011,1,0
"768",1350000,0,10011,1,0
"769",743068,0,10011,1,0
"770",2018250,0,10011,1,0
"771",1318633,0,10011,1,0
"772",759105,0,10011,1,0
"773",2189237,0,10011,1,0
"774",2500000,0,10011,1,0
"775",2600000,0,10011,1,0
"776",2316518,0,10011,1,0
"777",2650000,0,10011,1,0
"778",2209602,0,10011,1,0
"779",2851100,0,10011,1,0
"780",4577033,0,10011,1,0
"781",5449275,0,10011,1,0
"782",1350000,0,10011,1,0
"783",3500000,0,10001,1,0
"784",3250000,0,10001,1,0
"785",2900000,0,10001,1,0
"786",2494712,0,10001,1,0
"787",3450000,0,10001,1,0
"788",2175000,0,10011,1,0
"789",2175000,0,10011,1,0
"790",1790000,0,10011,1,0
"791",3100000,0,10011,1,0
"792",1325000,0,10011,1,0
"793",2250000,0,10011,1,0
"794",2380000,0,10011,1,0
"795",2450000,0,10011,1,0
"796",10,0,10011,1,0
"797",1300000,0,10011,1,0
"798",1397000,0,10011,1,0
"799",1425000,0,10011,1,0
"800",1525000,0,10011,1,0
"801",3500000,0,10011,1,0
"802",1340000,0,10011,1,0
"803",1325000,0,10011,1,0
"804",2300000,0,10011,1,0
"805",2100000,0,10011,1,0
"806",1800000,0,10011,1,0
"807",1925000,0,10011,1,0
"808",1950000,0,10011,1,0
"809",3000000,0,10011,1,0
"810",1230500,0,10011,1,0
"811",1530000,0,10011,1,0
"812",1084436,0,10011,1,0
"813",1400093,0,10011,1,0
"814",626223,0,10011,1,0
"815",641497,0,10011,1,0
"816",1277903,0,10011,1,0
"817",672045,0,10011,1,0
"818",970000,0,10011,1,0
"819",1272812,0,10011,1,0
"820",1089527,0,10011,1,0
"821",3350000,0,10001,1,0
"822",1650000,0,10001,1,0
"823",2350000,0,10001,1,0
"824",2300000,0,10001,1,0
"825",2600000,0,10001,1,0
"826",3000000,0,10001,1,0
"827",725000,0,10001,1,0
"828",815000,0,10001,1,0
"829",471000,0,10001,1,0
"830",750000,0,10001,1,0
"831",540000,0,10001,1,0
"832",532120,0,10001,1,0
"833",1545000,0,10001,1,0
"834",10405882,1553,10011,6,1
"835",3500000,1668,10001,3,2
"836",2520000,0,10014,1,0
"837",2690000,0,10014,1,0
"838",3250000,0,10014,1,0
"839",2500000,0,10011,1,0
"840",3425000,0,10011,1,0
"841",3350000,0,10011,1,0
"842",2497000,0,10011,1,0
"843",3210000,0,10011,1,0
"844",2125000,0,10011,1,0
"845",3300000,0,10011,0,1
"846",3970000,0,10011,0,1
"847",2185000,0,10011,0,1
"848",2418443,0,10011,0,0
"849",1170000,0,10011,0,0
"850",535000,0,10011,0,0
"851",435903,0,10011,0,0
"852",500000,0,10011,0,0
"853",1170000,0,10011,0,0
"854",331000,0,10011,0,0
"855",980000,0,10011,0,0
"856",789000,0,10011,0,0
"857",687500,0,10011,0,0
"858",9650000,0,10011,0,0
"859",705000,0,10011,0,0
"860",2200000,0,10011,0,0
"861",967500,0,10011,0,0
"862",804289,0,10011,0,0
"863",410000,0,10011,0,0
"864",710000,0,10011,0,0
"865",499000,0,10011,0,0
"866",450000,0,10011,0,0
"867",579000,0,10011,0,0
"868",2132358,0,10011,0,0
"869",476281,0,10011,0,0
"870",490000,0,10011,0,0
"871",542500,0,10011,0,0
"872",1925000,0,10011,0,0
"873",1225000,0,10011,0,0
"874",375000,0,10011,0,0
"875",480000,0,10011,0,0
"876",730000,0,10011,0,0
"877",550000,0,10011,0,0
"878",360000,0,10011,0,0
"879",4500000,0,10011,0,0
"880",838000,0,10011,0,0
"881",879500,0,10011,0,0
"882",2399000,0,10011,0,0
"883",372000,0,10011,0,0
"884",765000,0,10011,0,0
"885",474000,0,10011,0,0
"886",735000,0,10011,0,0
"887",500000,0,10011,0,0
"888",1250000,0,10011,0,0
"889",1295000,0,10011,0,0
"890",820000,0,10011,0,0
