"","data_1.sale_price","data_1.land_sq","data_1.zipcode","data_1.residential_units","data_1.commercial_units"
"4430",47127,1599,10027,6,0
"4431",1190000,1600,10030,8,1
"4432",50000,1499,10030,11,0
"4433",2700000,2498,10030,9,0
"4434",1175000,1665,10030,8,0
"4435",15000,1749,10030,11,0
"4436",2000000,3242,10030,9,1
"4437",980000,1799,10030,6,0
"4438",3625000,2972,10026,20,0
"4439",2700000,1716,10027,6,0
"4440",600000,1598,10027,8,0
"4441",4114189,12490,10027,56,0
"4442",1125000,2400,10027,10,0
"4443",1650000,2525,10027,7,1
"4444",2840046,3188,10027,11,0
"4445",800000,1575,10030,7,0
"4446",2750000,2500,10030,13,1
"4447",1370000,2781,10030,10,0
"4448",13460000,4371,10039,30,0
"4449",990000,2198,10030,5,0
"4450",750000,1699,10030,4,0
"4451",950000,1915,10030,8,0
"4452",5000000,4996,10030,28,2
"4453",3000000,2498,10039,23,0
"4454",55000000,150322,10039,538,12
"4455",1235960,4080,10039,20,0
"4456",1575000,4080,10039,20,0
"4457",3268844,5000,10039,24,0
"4458",1050000,1224,10030,4,0
"4459",650000,1224,10030,7,0
"4460",600000,1699,10030,6,0
"4461",400000,1699,10030,6,0
"4462",1537500,2498,10030,15,0
"4463",2750000,3997,10039,25,0
"4464",1120000,2500,10039,19,0
"4465",2089000,1584,10030,5,0
"4466",600000,1549,10031,5,0
"4467",1648400,1549,10031,5,0
"4468",769000,1667,10030,4,0
"4469",895000,1512,10030,10,0
"4470",9480000,3750,10031,23,0
"4471",376788,15000,10031,66,0
"4472",467940,15000,10031,66,0
"4473",3500000,7500,10032,31,0
"4474",10,8578,10026,34,3
"4475",13600000,11491,10027,48,8
"4476",1915000,2018,10026,8,1
"4477",27500000,21479,10026,91,0
"4478",7150000,7500,10027,55,5
"4479",3700000,2000,10026,8,0
"4480",1030250,1976,10027,11,2
"4481",18000000,10092,10027,48,0
"4482",7900000,11100,10027,32,6
"4483",1,8752,10027,70,2
"4484",8200000,9983,10030,46,5
"4485",6766666,12490,10030,48,0
"4486",6766666,12490,10030,48,0
"4487",6766666,12490,10030,48,0
"4488",12500000,12295,10030,92,1
"4489",4400000,5000,10030,30,0
"4490",1595298,6510,10031,24,0
"4491",2854743,6483,10031,31,0
"4492",10250000,15000,10032,85,0
"4493",115000,0,10037,0,0
"4494",198000,0,10037,0,0
"4495",144000,0,10037,0,0
"4496",86000,0,10027,0,0
"4497",11500,0,10027,0,0
"4498",605000,0,10027,0,0
"4499",771769,0,10027,0,0
"4500",879000,0,10027,0,0
"4501",460000,0,10027,0,0
"4502",145000,0,10027,0,0
"4503",75000,0,10030,0,0
"4504",100000,0,10030,0,0
"4505",138500,0,10031,0,0
"4506",75000,0,10026,0,0
"4507",50000,0,10026,0,0
"4508",530000,0,10027,0,0
"4509",835000,0,10035,0,0
"4510",595676,0,10035,0,0
"4511",245000,0,10035,0,0
"4512",234000,0,10035,0,0
"4513",125000,0,10035,0,0
"4514",359000,0,10037,0,0
"4515",342732,0,10037,0,0
"4516",353886,0,10037,0,0
"4517",343000,0,10037,0,0
"4518",300000,0,10035,0,0
"4519",275000,0,10035,0,0
"4520",274000,0,10035,0,0
"4521",449000,0,10035,0,0
"4522",215000,0,10035,0,0
"4523",190000,0,10035,0,0
"4524",335000,0,10026,0,0
"4525",650000,0,10026,0,0
"4526",380000,0,10026,0,0
"4527",410000,0,10026,0,0
"4528",160000,0,10026,0,0
"4529",120000,0,10026,0,0
"4530",195000,0,10026,0,0
"4531",135000,0,10026,0,0
"4532",62000,0,10026,0,0
"4533",140000,0,10026,0,0
"4534",175000,0,10026,0,0
"4535",50000,0,10026,0,0
"4536",179000,0,10026,0,0
"4537",150600,0,10027,0,0
"4538",165000,0,10027,0,0
"4539",57743,0,10027,0,0
"4540",235000,0,10027,0,0
"4541",224000,0,10027,0,0
"4542",250000,0,10027,0,0
"4543",82500,0,10030,0,0
"4544",65000,0,10030,0,0
"4545",190000,0,10030,0,0
"4546",220000,0,10030,0,0
"4547",133000,0,10030,0,0
"4548",195000,0,10030,0,0
"4549",195000,0,10030,0,0
"4550",150000,0,10030,0,0
"4551",155000,0,10030,0,0
"4552",195000,0,10030,0,0
"4553",15000,0,10030,0,0
"4554",13000,12490,10030,52,2
"4555",13000,0,10030,0,0
"4556",70000,0,10030,0,0
"4557",145000,0,10031,0,0
"4558",155000,0,10031,0,0
"4559",227700,0,10031,0,0
"4560",269000,0,10031,0,0
"4561",190000,0,10031,0,0
"4562",426750,0,10031,0,0
"4563",415000,0,10031,0,0
"4564",349000,0,10031,0,0
"4565",150100,0,10031,0,0
"4566",205000,0,10031,0,0
"4567",3410000,37305,10026,20,0
"4568",1260000,37305,10026,85,0
"4569",1,37305,10026,85,0
"4570",1,35373,10027,117,2
"4571",1,35373,10027,39,0
"4572",472676,0,10037,1,0
"4573",415000,0,10037,1,0
"4574",340000,0,10037,1,0
"4575",438675,0,10026,1,0
"4576",615000,0,10026,1,0
"4577",455000,0,10026,1,0
"4578",460000,0,10026,1,0
"4579",586741,0,10027,1,0
"4580",580402,0,10027,1,0
"4581",565000,0,10027,1,0
"4582",569201,0,10027,1,0
"4583",595676,0,10027,1,0
"4584",549000,0,10027,1,0
"4585",570000,0,10027,1,0
"4586",480000,0,10030,1,0
"4587",699000,0,10027,1,0
"4588",540000,0,10027,1,0
"4589",462500,0,10027,1,0
"4590",699000,0,10027,1,0
"4591",1125000,0,10026,1,0
"4592",395460,0,10026,0,0
"4593",120920,0,10026,0,0
"4594",314340,0,10026,0,0
"4595",312000,0,10026,0,0
"4596",415740,0,10026,0,0
"4597",300000,0,10030,1,0
"4598",471000,0,10030,1,0
"4599",407000,0,10030,1,0
"4600",473000,0,10030,1,0
"4601",415000,0,10030,1,0
"4602",325000,0,10030,1,0
"4603",400000,0,10030,1,0
"4604",625000,0,10026,1,0
"4605",590000,0,10026,1,0
"4606",550000,0,10026,1,0
"4607",475000,0,10026,1,0
"4608",475000,0,10026,1,0
"4609",920000,0,10026,1,0
"4610",620000,0,10026,1,0
"4611",750000,0,10026,1,0
"4612",755000,0,10026,1,0
"4613",500000,0,10026,1,0
"4614",890000,0,10026,1,0
"4615",1230000,0,10026,1,0
"4616",565000,0,10026,1,0
"4617",700000,0,10026,1,0
"4618",750000,0,10026,1,0
"4619",285000,0,10026,1,0
"4620",630000,0,10027,1,0
"4621",220726,0,10027,1,0
"4622",490000,0,10027,1,0
"4623",540000,0,10027,1,0
"4624",610000,0,10027,1,0
"4625",790000,0,10027,1,0
"4626",467685,0,10035,1,0
"4627",800000,0,10035,1,0
"4628",772500,0,10035,1,0
"4629",412500,0,10035,1,0
"4630",385000,0,10035,1,0
"4631",825863,0,10035,1,0
"4632",430950,0,10027,1,0
"4633",525000,0,10027,1,0
"4634",544763,0,10027,1,0
"4635",535000,0,10027,1,0
"4636",574192,0,10027,1,0
"4637",575000,0,10027,1,0
"4638",585493,0,10027,1,0
"4639",587000,0,10027,1,0
"4640",630296,0,10027,1,0
"4641",620611,0,10027,1,0
"4642",609000,0,10027,1,0
"4643",691391,0,10027,1,0
"4644",680000,0,10027,1,0
"4645",918156,0,10027,1,0
"4646",784766,0,10027,1,0
"4647",754370,0,10027,1,0
"4648",999000,0,10027,1,0
"4649",682500,0,10027,1,0
"4650",765419,0,10027,1,0
"4651",765419,0,10027,1,0
"4652",798644,0,10027,1,0
"4653",1330000,0,10027,1,0
"4654",340000,0,10037,1,0
"4655",774500,0,10035,1,0
"4656",495000,0,10035,1,0
"4657",655000,0,10035,1,0
"4658",727030,0,10035,1,0
"4659",752486,0,10035,1,0
"4660",550000,0,10035,1,0
"4661",759000,0,10035,1,0
"4662",429000,0,10035,1,0
"4663",709000,0,10035,1,0
"4664",1873580,0,10035,1,0
"4665",749000,0,10035,1,0
"4666",923000,0,10035,1,0
"4667",1695000,0,10035,1,0
"4668",1105000,0,10035,1,0
"4669",959000,0,10035,1,0
"4670",1525000,0,10035,1,0
"4671",1261611,0,10035,1,0
"4672",1479000,0,10035,1,0
"4673",1125000,0,10035,1,0
"4674",1320000,0,10035,1,0
"4675",1730006,0,10035,1,0
"4676",3054750,0,10035,1,0
"4677",585000,0,10035,1,0
"4678",488349,0,10035,1,0
"4679",350000,0,10035,1,0
"4680",1100000,0,10026,1,0
"4681",960000,0,10026,1,0
"4682",1995000,0,10026,1,0
"4683",2200000,0,10026,1,0
"4684",1800000,0,10026,1,0
"4685",312000,0,10026,1,0
"4686",495000,0,10026,1,0
"4687",390000,0,10026,1,0
"4688",540000,0,10026,1,0
"4689",599000,0,10026,1,0
"4690",590585,0,10026,1,0
"4691",590000,0,10026,1,0
"4692",616041,0,10026,1,0
"4693",427000,0,10026,1,0
"4694",510000,0,10026,1,0
"4695",641497,0,10026,1,0
"4696",612000,0,10026,1,0
"4697",970000,0,10026,1,0
"4698",1270000,0,10026,1,0
"4699",393000,0,10026,1,0
"4700",539000,0,10026,1,0
"4701",727500,0,10026,1,0
"4702",515000,0,10026,1,0
"4703",441000,0,10026,1,0
"4704",590000,0,10026,1,0
"4705",545000,0,10026,1,0
"4706",413560,0,10026,1,0
"4707",930000,0,10026,1,0
"4708",890000,0,10026,1,0
"4709",447500,0,10026,1,0
"4710",199000,0,10026,1,0
"4711",650000,0,10026,1,0
"4712",690000,0,10026,1,0
"4713",530000,0,10026,1,0
"4714",488000,0,10026,1,0
"4715",848000,0,10026,1,0
"4716",1140000,0,10026,1,0
"4717",452500,0,10026,1,0
"4718",565000,0,10026,1,0
"4719",450000,0,10026,1,0
"4720",508000,0,10026,1,0
"4721",780000,0,10026,1,0
"4722",107650,0,10026,1,0
"4723",627375,0,10026,1,0
"4724",390000,0,10026,1,0
"4725",525000,0,10026,1,0
"4726",606000,0,10026,1,0
"4727",645000,0,10026,1,0
"4728",900000,0,10026,1,0
"4729",975000,0,10026,1,0
"4730",760000,0,10027,1,0
"4731",1152354,0,10027,1,0
"4732",908242,0,10027,1,0
"4733",1117733,0,10027,1,0
"4734",1351931,0,10027,1,0
"4735",1488376,0,10027,1,0
"4736",1363436,0,10027,1,0
"4737",661862,0,10027,1,0
"4738",1169969,0,10027,1,0
"4739",1791101,0,10027,1,0
"4740",801326,0,10027,1,0
"4741",840000,0,10027,1,0
"4742",520000,0,10027,1,0
"4743",1100000,0,10027,1,0
"4744",931698,0,10027,1,0
"4745",372000,0,10030,1,0
"4746",362000,0,10030,1,0
"4747",490000,0,10026,1,0
"4748",550000,0,10026,1,0
"4749",800000,0,10026,1,0
"4750",605000,0,10026,1,0
"4751",510000,0,10026,1,0
"4752",505000,0,10026,1,0
"4753",892500,0,10026,1,0
"4754",1630000,0,10026,1,0
"4755",635000,0,10026,1,0
"4756",600000,0,10026,1,0
"4757",662500,0,10026,1,0
"4758",790000,0,10026,1,0
"4759",676250,0,10026,1,0
"4760",505000,0,10026,1,0
"4761",1100000,0,10026,1,0
"4762",1065000,0,10026,1,0
"4763",3125000,0,10026,1,0
"4764",1615000,0,10026,1,0
"4765",1450000,0,10026,1,0
"4766",810000,0,10026,1,0
"4767",685000,0,10026,1,0
"4768",801000,0,10027,1,0
"4769",799000,0,10027,1,0
"4770",1050000,0,10027,1,0
"4771",800000,0,10027,1,0
"4772",455000,0,10027,1,0
"4773",595000,0,10027,1,0
"4774",826774,0,10027,1,0
"4775",449122,0,10027,1,0
"4776",318000,0,10030,1,0
"4777",525000,0,10030,1,0
"4778",299130,0,10030,1,0
"4779",300000,0,10030,1,0
"4780",380000,0,10030,1,0
"4781",416000,0,10030,1,0
"4782",415000,0,10030,1,0
"4783",420000,0,10030,1,0
"4784",935000,0,10030,1,0
"4785",410000,0,10030,1,0
"4786",420000,0,10030,1,0
"4787",375250,0,10030,1,0
"4788",456300,0,10037,1,0
"4789",470000,0,10037,1,0
"4790",430000,0,10037,1,0
"4791",334620,0,10030,1,0
"4792",278850,0,10030,1,0
"4793",299130,0,10030,1,0
"4794",703000,0,10039,1,0
"4795",842500,0,10039,1,0
"4796",759000,0,10039,1,0
"4797",700000,0,10039,1,0
"4798",842000,0,10039,1,0
"4799",527500,0,10039,1,0
"4800",725000,0,10030,1,0
"4801",495000,0,10030,1,0
"4802",573000,0,10039,1,0
"4803",335000,0,10039,1,0
"4804",642500,0,10039,1,0
"4805",610000,0,10039,1,0
"4806",675000,0,10039,1,0
"4807",510000,0,10039,1,0
"4808",533000,0,10039,1,0
"4809",570000,0,10039,1,0
"4810",485000,0,10039,1,0
"4811",660000,0,10039,1,0
"4812",71277,1756,10027,3,2
"4813",1620000,1700,10035,4,2
"4814",1650000,1682,10026,4,1
"4815",675000,1682,10026,4,1
"4816",1300000,2018,10027,5,1
"4817",1900000,3664,10027,12,1
"4818",872000,1233,10037,3,1
"4819",1267500,1275,10030,2,2
"4820",1100000,1350,10030,3,1
"4821",26000,1869,10037,6,2
"4822",356387,1875,10037,4,1
"4823",1050000,861,10027,3,1
"4824",2750000,4147,10030,6,4
"4825",900000,1243,10030,4,1
"4826",820000,0,10027,1,0
"4827",446160,0,10027,1,0
"4828",464327,0,10027,1,0
"4829",750000,0,10035,1,0
"4830",385000,0,10037,1,0
"4831",950000,0,10026,1,0
"4832",860000,0,10026,1,0
"4833",1135000,0,10026,1,0
"4834",1290000,0,10026,1,0
"4835",665000,0,10026,1,0
"4836",499500,0,10027,1,0
"4837",672000,0,10027,1,0
"4838",600700,0,10027,1,0
"4839",1075000,0,10027,1,0
"4840",1100000,0,10027,1,0
"4841",1231132,0,10027,1,0
"4842",1270000,0,10027,1,0
"4843",1306816,0,10027,1,0
"4844",599000,0,10027,1,0
"4845",334500,0,10027,1,0
"4846",329550,0,10027,1,0
"4847",537500,0,10030,1,0
"4848",700000,0,10027,1,0
"4849",919000,0,10027,1,0
"4850",485000,0,10030,1,0
"4851",467000,0,10030,1,0
"4852",715000,0,10027,1,0
"4853",130000,0,10027,1,0
"4854",130000,0,10027,1,0
"4855",130000,0,10027,1,0
"4856",130000,0,10027,1,0
"4857",130000,0,10027,1,0
"4858",130000,0,10027,1,0
"4859",130000,0,10027,1,0
"4860",130000,0,10027,1,0
"4861",130000,0,10027,1,0
"4862",130000,0,10027,1,0
"4863",499000,0,10027,1,0
"4864",430000,0,10027,1,0
"4865",340000,0,10030,1,0
"4866",395000,0,10030,1,0
"4867",270000,0,10026,0,0
"4868",250000,0,10026,0,0
"4869",325000,0,10026,0,0
"4870",400000,0,10026,0,0
"4871",309500,0,10026,0,0
"4872",320000,0,10026,0,0
"4873",495000,0,10026,0,0
"4874",349000,0,10026,0,0
"4875",335000,0,10035,0,0
"4876",325000,0,10035,0,0
"4877",330000,0,10035,0,0
"4878",608967,0,10035,0,0
"4879",477600,0,10035,0,0
"4880",560226,0,10035,0,0
"4881",810000,0,10027,0,0
"4882",788000,0,10027,0,0
"4883",499000,0,10027,0,0
"4884",27189,0,10027,0,0
"4885",630000,0,10027,0,0
"4886",12000,0,10027,0,0
"4887",460000,0,10027,0,0
"4888",550000,0,10027,0,0
"4889",350000,0,10039,0,0
"4890",350000,0,10039,0,0
"4891",330000,0,10039,0,0
"4892",346000,0,10039,0,0
"4893",680000,0,10039,0,0
"4894",275000,0,10039,0,0
"4895",415000,0,10039,0,0
"4896",580000,0,10039,0,0
"4897",455000,0,10039,0,0
"4898",400000,0,10039,0,0
"4899",575000,0,10039,0,0
"4900",365000,0,10039,0,0
"4901",390000,0,10039,0,0
"4902",275000,0,10039,0,0
"4903",1150000,1463,10030,0,1
"4904",725000,2498,10037,0,1
"4905",1100000,1280,10035,0,1
"4906",2500000,14675,10026,0,7
"4907",2200000,3364,10027,0,8
"4908",280018,1244,10037,0,1
"4909",10273444,5046,10027,0,2
"4910",3600000,1857,10035,0,1
"4911",3300000,3797,10027,27,0
"4912",1260000,0,10026,0,0
"4913",1260000,0,10026,0,0
"4914",925000,2523,10035,0,1
"4915",4500000,6055,10026,0,3
"4916",3027000,9992,10030,0,0
"4917",5200000,14450,10039,0,2
"4918",397869,1050,10026,0,0
"4919",390173,1100,10026,0,0
"4920",398364,994,10026,0,0
"4921",15500000,25735,10027,0,0
"4922",1350000,1415,10035,0,0
"4923",430000,1260,10035,0,0
"4924",975000,3497,10037,0,0
"4925",4,2018,10026,0,0
"4926",1130184,2018,10027,9,0
"4927",490000,1782,10027,0,0
"4928",350000,1599,10027,0,0
"4929",390000,1396,10027,0,0
"4930",220000,1261,10027,0,0
"4931",1400000,2523,10026,0,0
"4932",1060000,2523,10026,0,0
"4933",1050000,2018,10026,0,0
"4934",975000,2498,10027,0,0
"4935",4500000,27337,10039,0,0
"4936",449530,2125,10039,0,0
"4937",550000,1993,10039,0,0
"4938",1600000,2000,10026,0,1
"4939",1150000,2000,10026,0,1
"4940",3500000,4955,10027,0,1
"4941",1955295,1500,10035,0,1
"4942",11375000,7092,10026,0,1
"4943",999995,2018,10027,0,1
"4944",1000000,17661,10026,0,1
"4945",5000000,2523,10026,0,1
"4946",1050000,1360,10030,0,1
"4947",1125000,1600,10031,0,1
"4948",2505000,0,10029,0,0
"4949",1884800,0,10029,0,0
"4950",115200,0,10029,0,0
"4951",1,0,10035,0,0
"4952",775000,1716,10029,1,0
"4953",1740000,1682,10029,1,1
"4954",915000,1682,10029,1,0
"4955",905000,1892,10035,1,0
"4956",1050000,1618,10029,2,0
"4957",800000,1110,10029,2,0
"4958",500000,1600,10035,2,1
"4959",1208257,1682,10035,3,0
"4960",1250000,3398,10029,3,0
"4961",395000,1817,10029,3,0
"4962",998000,1892,10035,3,0
"4963",1625000,0,10029,1,0
"4964",2060000,1912,10029,10,1
"4965",3204,2523,10029,10,0
"4966",6800000,3838,10029,25,5
"4967",1580156,2018,10029,9,1
"4968",1680000,2523,10029,10,0
"4969",1050000,1600,10029,8,0
"4970",1430000,2018,10035,10,0
"4971",425000,1130,10035,6,0
"4972",1775000,2535,10029,8,0
"4973",5000000,3028,10029,9,1
"4974",10,1817,10029,4,0
"4975",3900000,3785,10029,28,2
"4976",183,2523,10029,11,0
"4977",1000000,2523,10029,10,0
"4978",1000000,2523,10029,8,0
"4979",1000000,2395,10029,13,1
"4980",950000,1682,10029,4,0
"4981",1238000,2018,10029,4,0
"4982",1225000,2523,10035,10,0
"4983",1260000,2523,10035,6,0
"4984",8700000,2523,10035,18,0
"4985",1577918,1682,10035,4,0
"4986",439487,1286,10035,4,0
"4987",10,2523,10035,10,0
"4988",475000,1682,10035,4,0
"4989",4382500,5046,10035,33,1
"4990",1500000,2498,10035,10,0
"4991",2620000,2350,10035,6,2
"4992",1500000,2366,10035,6,2
"4993",810000,1892,10035,4,0
"4994",450000,2018,10035,7,0
"4995",650000,2018,10035,5,0
"4996",2200000,1875,10029,14,0
"4997",252000000,40873,10029,522,4
"4998",9269000,9500,10029,42,2
"4999",6000000,5000,10029,22,2
"5000",9935000,10814,10029,21,0
"5001",6397017,9009,10029,48,0
"5002",3200000,2523,10029,16,1
"5003",5300000,5046,10029,29,0
"5004",2500000,4037,10029,15,0
"5005",75000,0,10035,0,0
"5006",160000,0,10029,0,0
"5007",260000,0,10029,0,0
"5008",239000,0,10029,0,0
"5009",175000,0,10029,0,0
"5010",85170,0,10035,0,0
"5011",110000,0,10035,0,0
"5012",159000,0,10035,0,0
"5013",189000,0,10035,0,0
"5014",298415,0,10035,0,0
"5015",429520,0,10035,0,0
"5016",466743,0,10035,0,0
"5017",448027,0,10035,0,0
"5018",634613,0,10035,0,0
"5019",280720,0,10035,0,0
"5020",623579,0,10035,0,0
"5021",639635,0,10035,0,0
"5022",693420,0,10035,0,0
"5023",140000,0,10029,0,0
"5024",225000,0,10035,0,0
"5025",360000,0,10035,0,0
"5026",330000,0,10035,0,0
"5027",1000000,29807,10029,89,0
"5028",270000,0,10029,1,0
"5029",263640,0,10035,1,0
"5030",260598,0,10035,1,0
"5031",223125,0,10035,1,0
"5032",500000,0,10029,1,0
"5033",420000,0,10029,1,0
"5034",520000,0,10029,1,0
"5035",520000,0,10029,1,0
"5036",381264,0,10029,0,0
"5037",375000,0,10029,0,0
"5038",393000,0,10029,0,0
"5039",417362,0,10029,0,0
"5040",410000,0,10029,0,0
"5041",639461,0,10029,0,0
"5042",590000,0,10029,0,0
"5043",595676,0,10029,0,0
"5044",581500,0,10029,0,0
"5045",555024,0,10029,0,0
"5046",614000,0,10029,0,0
"5047",536000,0,10029,0,0
"5048",565128,0,10029,0,0
"5049",580402,0,10029,0,0
"5050",518616,0,10029,0,0
"5051",499000,0,10029,0,0
"5052",923160,0,10029,0,0
"5053",966319,0,10029,0,0
"5054",915000,0,10029,0,0
"5055",622500,0,10029,0,0
"5056",577000,0,10029,0,0
"5057",600767,0,10029,0,0
"5058",768778,0,10029,0,0
"5059",471510,0,10029,0,0
"5060",466849,0,10029,0,0
"5061",476075,0,10029,0,0
"5062",497475,0,10029,0,0
"5063",480000,0,10029,1,0
"5064",802381,0,10029,1,0
"5065",778309,0,10029,1,0
"5066",843111,0,10029,1,0
"5067",843111,0,10029,1,0
"5068",578366,0,10029,1,0
"5069",430000,0,10029,1,0
"5070",501930,0,10029,1,0
"5071",445000,0,10029,1,0
"5072",695000,0,10029,1,0
"5073",450000,0,10029,1,0
"5074",369000,0,10029,1,0
"5075",412500,0,10035,1,0
"5076",450000,0,10035,1,0
"5077",460000,0,10029,1,0
"5078",600000,0,10029,1,0
"5079",485000,0,10029,1,0
"5080",673086,0,10029,1,0
"5081",640000,0,10029,1,0
"5082",397000,0,10029,1,0
"5083",672500,0,10029,1,0
"5084",390000,0,10029,1,0
"5085",522500,0,10029,1,0
"5086",753505,0,10029,1,0
"5087",550000,0,10029,1,0
"5088",320000,0,10029,1,0
"5089",811250,0,10029,1,0
"5090",580402,0,10029,1,0
"5091",400000,0,10029,1,0
"5092",400000,0,10029,1,0
"5093",401000,0,10029,1,0
"5094",492500,0,10029,1,0
"5095",601396,0,10029,1,0
"5096",720000,0,10035,1,0
"5097",455000,0,10035,1,0
"5098",549000,0,10035,1,0
"5099",555000,0,10035,1,0
"5100",420810,0,10035,1,0
"5101",700000,1830,10035,6,2
"5102",759000,1165,10035,3,1
"5103",759000,959,10035,3,1
"5104",407300,1398,10029,2,2
"5105",10,2018,10029,3,1
"5106",10,2018,10029,3,1
"5107",10,2018,10029,3,1
"5108",2769612,1944,10029,6,1
"5109",3190388,1875,10029,6,1
"5110",1025000,1875,10029,6,1
"5111",1475000,1742,10029,6,2
"5112",1500000,1944,10029,6,2
"5113",1500000,2180,10035,6,2
"5114",450000,1419,10035,3,1
"5115",450000,1412,10035,3,1
"5116",417000,0,10029,1,0
"5117",162078,0,10029,1,0
"5118",749965,0,10029,0,0
"5119",10,0,10029,1,0
"5120",10,0,10029,1,0
"5121",10,0,10029,1,0
"5122",10,0,10029,1,0
"5123",585000,0,10035,1,0
"5124",390000,0,10035,0,0
"5125",435000,0,10035,0,0
"5126",416000,0,10035,0,0
"5127",545341,0,10035,0,0
"5128",497155,0,10035,0,0
"5129",495459,0,10035,0,0
"5130",533431,0,10035,0,0
"5131",624550,0,10035,0,0
"5132",489880,0,10035,0,0
"5133",533431,0,10035,0,0
"5134",464535,0,10035,0,0
"5135",595993,0,10035,0,0
"5136",483045,0,10035,0,0
"5137",535809,0,10035,0,0
"5138",481530,0,10035,0,0
"5139",681693,0,10128,0,0
"5140",1168567,0,10128,0,0
"5141",1174950,0,10128,0,0
"5142",761513,0,10128,0,0
"5143",1264706,0,10128,0,0
"5144",922500,0,10128,0,0
"5145",1220194,0,10128,0,0
"5146",1810000,0,10128,0,0
"5147",755000,0,10128,0,0
"5148",750000,0,10128,0,0
"5149",897916,0,10128,0,0
"5150",1765897,0,10128,0,0
"5151",1881400,0,10128,0,0
"5152",749000,0,10128,0,0
"5153",540000,0,10128,0,0
"5154",449000,0,10128,0,0
"5155",730000,0,10128,0,0
"5156",1310107,0,10128,0,0
"5157",500000,0,10128,0,0
"5158",1900000,3274,10029,0,2
"5159",4750000,3354,10035,0,2
"5160",550000,2288,10035,0,1
"5161",3000000,2600,10029,0,5
"5162",1800000,2523,10029,0,1
"5163",900000,2523,10029,0,0
"5164",965000,2023,10029,0,0
"5165",3200000,5910,10035,0,0
"5166",1250000,2500,10029,0,2
"5167",2375000,2724,10035,0,3
"5168",999900,3364,10029,0,0
"5169",1225000,5046,10029,0,0
"5170",952500,2275,10035,0,0
"5171",21000000,15138,10029,0,0
"5172",377000,1682,10035,0,0
"5173",1000,0,10035,0,0
"5174",30750,1489,10029,0,1
"5175",780000,2030,10035,0,1
"5176",565000,1799,10031,1,1
"5177",1900000,1799,10031,1,1
"5178",850500,1404,10031,1,0
"5179",911562,1404,10031,1,0
"5180",931698,1499,10031,1,0
"5181",1215177,1499,10031,1,0
"5182",679800,2320,10031,2,0
"5183",870000,1665,10031,2,0
"5184",1260000,1707,10031,2,0
"5185",1217350,1599,10031,2,0
"5186",1365000,1499,10031,2,0
"5187",110000,1499,10031,2,0
"5188",1700000,1649,10031,2,0
"5189",880000,1249,10031,2,0
"5190",1345000,1499,10031,3,0
"5191",10,2367,10031,6,0
"5192",10,2367,10031,6,0
"5193",1100000,1599,10031,6,1
"5194",2550000,1892,10031,13,1
"5195",650000,1424,10031,6,0
"5196",497668,1720,10031,9,0
"5197",1200000,1900,10031,9,0
"5198",2550000,2492,10031,8,2
"5199",1180000,1499,10031,3,0
"5200",1900000,3997,10031,20,0
"5201",14665000,4996,10031,21,0
"5202",4800000,4996,10031,19,3
"5203",1100000,1499,10031,12,0
"5204",450000,1499,10031,9,0
"5205",3495000,4996,10031,31,0
"5206",1125000,1499,10031,8,0
"5207",3067172,4163,10031,21,0
"5208",850000,1499,10031,8,0
"5209",10,1499,10031,8,0
"5210",5000000,4996,10031,16,1
"5211",10900000,12783,10031,59,1
"5212",6875000,7433,10031,36,0
"5213",15075000,7494,10031,36,0
"5214",10000000,14988,10031,62,8
"5215",3700000,14988,10031,62,8
"5216",15800000,11492,10031,39,0
"5217",9600000,9160,10031,36,0
"5218",11000000,9160,10031,36,0
"5219",10000000,9160,10031,36,0
"5220",19600000,12490,10031,37,7
"5221",5961376,12500,10031,67,0
"5222",6210500,9992,10031,42,0
"5223",250000,6901,10031,37,0
"5224",6150000,9992,10031,54,0
"5225",16000000,15987,10031,46,8
"5226",18186937,10046,10031,64,0
"5227",13265000,14988,10031,46,7
"5228",118472,0,10031,0,0
"5229",105420,0,10031,0,0
"5230",135540,0,10031,0,0
"5231",185000,0,10031,0,0
"5232",340000,0,10031,0,0
"5233",80000,0,10031,0,0
"5234",95000,0,10031,0,0
"5235",60000,0,10031,0,0
"5236",65000,0,10031,0,0
"5237",70000,0,10031,0,0
"5238",220000,0,10031,0,0
"5239",250000,0,10031,0,0
"5240",220000,0,10031,0,0
"5241",320555,0,10031,0,0
"5242",317000,0,10031,0,0
"5243",470000,0,10031,0,0
"5244",310000,0,10031,0,0
"5245",263654,0,10031,0,0
"5246",54900,0,10031,0,0
"5247",525000,0,10031,0,0
"5248",610000,0,10031,0,0
"5249",430000,0,10031,0,0
"5250",145000,0,10031,1,0
"5251",250000,0,10031,1,0
"5252",223080,0,10031,0,0
"5253",604465,0,10031,0,0
"5254",374166,0,10031,0,0
"5255",364026,0,10031,0,0
"5256",376000,0,10031,0,0
"5257",351000,0,10031,0,0
"5258",390000,0,10031,0,0
"5259",385000,0,10031,0,0
"5260",375000,0,10031,0,0
"5261",385000,0,10031,0,0
"5262",646588,0,10031,0,0
"5263",185000,0,10031,1,0
"5264",518000,0,10031,1,0
"5265",260000,0,10031,1,0
"5266",270000,0,10031,1,0
"5267",225000,0,10031,1,0
"5268",255000,0,10031,1,0
"5269",550000,0,10031,1,0
"5270",690000,0,10031,1,0
"5271",695000,0,10031,1,0
"5272",175000,0,10031,1,0
